Matching Entries:
xiKa: xiK/a__v
xiKalA: KA/__v
XikkAra: uT/a__v
xikkawa: rAw/a__n
xilA: KA/__v
xilAvarI: ladak/I__n
xilaxArI: ladak/I__n
xillI: ladak/I__n
ximAgaxArI: ladak/I__n
xImaka: rAw/a__n
xInAra: rAw/a__n
xIpAgni: SAnwi/__n
xIpamAlA: ASA/__n
xIpamAlI: ladak/I__n
xIpaSiKA: ASA/__n
xIpwAgni: SAnwi/__n
xIpwakiraNa: rAw/a__n
xIpwakIrwi: SAnwi/__n
xIrGajIvI: ajAwI/__adj
xIrGaxqRti: SAnwi/__n
xIvAla: rAw/a__n
xIvAnI: ladak/I__n
xIvAra: rAw/a__n
XIvarI: ladak/I__n
xivyanArI: ladak/I__n
xivyaxarSI: ajAwI/__adj
xivyORaXi: Apawwi/__n
xIxI: ladak/I__n
xIXiwi: Apawwi/__n
xiyAbawwI: ladak/I__n
xIyAbawwI: ladak/I__n
xiyAsalAI: ladak/I__n
xIyAsalAI: ladak/I__n
Xobina: rAw/a__n
xOdA: KA/__v
xOdAna: rAw/a__n
xohanI: ladak/I__n
xoharA: KA/__v
xoharavA: KA/__v
xoharI: ladak/I__n
xohaxavawI: ladak/I__n
xOhiwrI: ladak/I__n
Xo: so/__v
XOMka: uT/a__v
XOMkanI: ladak/I__n
xonAlI: ladak/I__n
xopahara: rAw/a__n
xopaharI: ladak/I__n
xoRakArI: ajAwI/__adj
XowI: ladak/I__n
Xqwi: Apawwi/__n
xrAvidI: ladak/I__n
xrohI: ajAwI/__adj
xrOpaxI: ladak/I__n
xuannI: ladak/I__n
XuAz: ku/Az__n
xubaka: uT/a__v
xuHKaxAyI: ajAwI/__adj
xuI: ladak/I__n
xuKA: KA/__v
xukAna: rAw/a__n
xUkAna: rAw/a__n
xuKI: ladak/I__n
xulahana: rAw/a__n
XulA: KA/__v
xularA: KA/__v
xulArI: ladak/I__n
XulavA: KA/__v
XUmAgni: SAnwi/__n
xuma: rAw/a__n
xuMxuBi: Apawwi/__n
XunakI: ladak/I__n
xunAlI: ajAwI/__adj
XunavA: KA/__v
XUnI: ladak/I__n
xuniyAxArI: ladak/I__n
XUpabawwI: ladak/I__n
XUpaCAzha: rAw/a__n
XUpaGadI: ladak/I__n
xupahara: rAw/a__n
XUpaxAnI: ladak/I__n
xUrabIna: rAw/a__n
xuraBisaMXi: Apawwi/__n
xUrI: ladak/I__n
XurI: ladak/I__n
xuRkarmI: ajAwI/__adj
xuRkIrwi: SAnwi/__n
xuRkqwi: Apawwi/__n
xurnIwi: Apawwi/__n
xuRprakqwi: SAnwi/__n
xuRtAcArI: ajAwI/__adj
xurvijaya: rAw/a__n
xuwakAra: uT/a__v
xUwI: ladak/I__n
xUwikA: ASA/__n
Xvani: Apawwi/__n
xvipaxI: ladak/I__n
xyuwi: Apawwi/__n
yahAz: vahAz/__p
yahUxI: ladak/I__n
yajFakriyA: ASA/__n
yajFamUrwi: Apawwi/__n
yajFaxveRI: ajAwI/__adj
yakRiNI: ladak/I__n
yamapurI: ladak/I__n
yaMwraSAlA: ASA/__n
yaRti: Apawwi/__n
yaRtI: ladak/I__n
yaSasvawI: ladak/I__n
yaSasvI: ajAwI/__adj
yaSasvinI: ladak/I__n
yavanI: ladak/I__n
yaWArWavAxI: ajAwI/__adj
yaWecCAcArI: ajAwI/__adj
yaWeRtAcArI: ajAwI/__adj
yaWokwakArI: ajAwI/__adj
yAxagAra: rAw/a__n
yAxa: rAw/a__n
yogAByAsI: ajAwI/__adj
yogagAmI: ajAwI/__adj
yogaSakwi: Apawwi/__n
yogasixXi: Apawwi/__n
yogavqwwi: Apawwi/__n
yogayukwi: Apawwi/__n
yogeSvarI: ladak/I__n
yoginI: ladak/I__n
yoni: Apawwi/__n
yugAMwakArI: ajAwI/__adj
yukwi: Apawwi/__n
yUnesko: redio/__n
yuvarAjFI: ladak/I__n
yuvawI: ladak/I__n
yUWacArI: ajAwI/__adj
yuxXaSakwi: Apawwi/__n
yuxXaSAlI: ajAwI/__adj
yuxXavixyA: ASA/__n
